Title,description,authors,image,previewLink,publisher,publishedDate,infoLink,categories,ratingsCount
Hunter's Way,"Homicide detective Tori Hunter was used to doing things her way. But even after having six different partners in seven years, Tori isn't prepared when she's forced to team up with the hot-tempered Samantha Kennedy. Samantha, on the other hand, is trying to juggle a new job, a demanding boyfriend, and now finds herself with an even greater challenge—being partnered with the most difficult detective in the entire squad. After a brief terrorist scare disrupts their serial killer investigation, the two women find themselves growing closer. Samantha begins to question the relationship with her longtime boyfriend, and Tori, never one to allow anyone to get close, begins to feel her defenses slipping in Sam's presence. A serial killer and drug deals gone bad; the two detectives struggle with their feelings, trying to maintain their professional relationship while keeping their nearly flammable physical relationship in check. With Hunter's Way, Gerri Hill masterfully blends suspense and intrigue with her unique style of romance.",['Gerri Hill'],http://books.google.com/books/content?id=iVyqCQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=iVyqCQAAQBAJ&printsec=frontcover&dq=Hunter%27s+Way&hl=&cd=1&source=gbs_api,Bella Books,2005-03-21,https://play.google.com/store/books/details?id=iVyqCQAAQBAJ&source=gbs_api,['Fiction'],2.0
"Hunting for Hidden Gold (Hardy Boys, Book 5)","Investigating a payroll robbery, Frank and Joe encounter timber wolves and a mine cave-in",['Franklin W. Dixon'],http://books.google.com/books/content?id=ikEKDfbb_WwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=ikEKDfbb_WwC&printsec=frontcover&dq=Hunting+for+Hidden+Gold+(Hardy+Boys,+Book+5)&hl=&cd=1&source=gbs_api",Penguin,1963,"http://books.google.com/books?id=ikEKDfbb_WwC&dq=Hunting+for+Hidden+Gold+(Hardy+Boys,+Book+5)&hl=&source=gbs_api",['Juvenile Fiction'],4.0
Hunting Mister Heartbreak: A Discovery of America,"A New York Times Notable Book ""In an era of jet tourism, [Jonathan Raban] remains a traveler-adventurer in the tradition of . . . Robert Louis Stevenson."" --The New York Times Book Review In 1782 an immigrant with the high-toned name J. Hector St. John de Crèvecoeur--""Heartbreak"" in English--wrote a pioneering account of one European's transformation into an American. Some two hundred years later Jonathan Raban, winner of the National Book Critics Circle Award, arrived in Crèvecoeur's wake to see how America has paid off for succeeding generations of newcomers. The result is an exhilarating, often deliciously funny book that is at once a travelogue, a social history, and a love letter to the United States. In the course of Hunting Mr. Heartbreak, Raban passes for homeless in New York and tries to pass for a good ol' boy in Alabama (which entails ""renting"" an elderly black lab). He sees the Protestant work ethic perfected by Korean immigrants in Seattle--one of whom celebrates her new home as ""So big! So green! So wide-wide-wide!""--and repudiated by the lowlife of Key West. And on every page of this peerlessly observant work, Raban makes us experience America with wonder, humor, and an unblinking eye for its contradictions. ""Raban delivers himself of some of the most memorable prose ever written about urban America."" --Henry Kisor, Chicago Sun-Times ""When Raban describes America and Americans, he is unfailingly witty and entertaining."" --Salman Rushdie",['Jonathan Raban'],http://books.google.com/books/content?id=LekI5dpfzuwC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=LekI5dpfzuwC&printsec=frontcover&dq=Hunting+Mister+Heartbreak:+A+Discovery+of+America&hl=&cd=1&source=gbs_api,Vintage,2011-05-11,https://play.google.com/store/books/details?id=LekI5dpfzuwC&source=gbs_api,['Travel'],4.0
"Huntsman, What Quarry?",,['Edna St. Vincent Millay'],http://books.google.com/books/content?id=aeIQAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=aeIQAAAAMAAJ&q=Huntsman,+What+Quarry%3F&dq=Huntsman,+What+Quarry%3F&hl=&cd=1&source=gbs_api",,1939,"http://books.google.com/books?id=aeIQAAAAMAAJ&dq=Huntsman,+What+Quarry%3F&hl=&source=gbs_api",['American poetry'],
Hurry monster,,['Graham Masterton'],,http://books.google.com/books?id=zrUmHAAACAAJ&dq=Hurry+monster&hl=&cd=1&source=gbs_api,,1988,http://books.google.com/books?id=zrUmHAAACAAJ&dq=Hurry+monster&hl=&source=gbs_api,"['Horror tales, English']",
Hush! A Thai Lullaby,"A lullaby which asks animals such as a lizard, monkey, and water-buffalo to be quiet and not disturb the sleeping baby.","['Minfong Ho', 'Holly Meade']",http://books.google.com/books/content?id=jYooGwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=jYooGwAACAAJ&dq=Hush!+A+Thai+Lullaby&hl=&cd=1&source=gbs_api,Scholastic,2000,http://books.google.com/books?id=jYooGwAACAAJ&dq=Hush!+A+Thai+Lullaby&hl=&source=gbs_api,['Juvenile Nonfiction'],18.0
Hutchinson Info Factfinder,"Presents information on science, technology, history, religion, the arts, sports, the countries of the world, and other subjects",['Brian Hutchinson'],http://books.google.com/books/content?id=RTkOAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=RTkOAQAAMAAJ&dq=Hutchinson+Info+Factfinder&hl=&cd=1&source=gbs_api,Websters New World,1999,http://books.google.com/books?id=RTkOAQAAMAAJ&dq=Hutchinson+Info+Factfinder&hl=&source=gbs_api,['Reference'],
Hydrodynamics,"This classic presentation has never been superseded in its encyclopedic coverage of the subject, and its excellent exposition of fundamental theorems, equations, and detailed methods of solution. Topics include many aspects of the dynamics of liquids and gases and 3-dimensional problems on motion of solids through a liquid. 1932 edition.","['Horace Lamb', 'Lamb (Sir Horace)', 'Sir Horace Lamb']",http://books.google.com/books/content?id=KKsNAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=KKsNAQAAIAAJ&q=Hydrodynamics&dq=Hydrodynamics&hl=&cd=1&source=gbs_api,Dover Publications,1945,http://books.google.com/books?id=KKsNAQAAIAAJ&dq=Hydrodynamics&hl=&source=gbs_api,['Science'],
HYPERION,"A stunning tour de force filled with transcendent awe and wonder, Hyperion is a masterwork of science fiction that resonates with excitement and invention, the first volume in a remarkable epic by the multiple-award-winning author of The Hollow Man. On the world called Hyperion, beyond the reach of galactic law, waits a creature called the Shrike. There are those who worship it. There are those who fear it. And there are those who have vowed to destroy it. In the Valley of the Time Tombs, where huge, brooding structures move backward through time, the Shrike waits for them all. On the eve of Armageddon, with the entire galaxy at war, seven pilgrims set forth on a final voyage to Hyperion seeking the answers to the unsolved riddles of their lives. Each carries a desperate hope—and a terrible secret. And one may hold the fate of humanity in his hands. Praise for Dan Simmons and Hyperion “Dan Simmons has brilliantly conceptualized a future 700 years distant. In sheer scope and complexity it matches, and perhaps even surpasses, those of Isaac Asimov and James Blish.”—The Washington Post Book World “An unfailingly inventive narrative . . . generously conceived and stylistically sure-handed.”—The New York Times Book Review “Simmons’s own genius transforms space opera into a new kind of poetry.”—The Denver Post “An essential part of any science fiction collection.”—Booklist",['Dan Simmons'],http://books.google.com/books/content?id=u4R_FstZDEgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=u4R_FstZDEgC&printsec=frontcover&dq=HYPERION&hl=&cd=1&source=gbs_api,Spectra,2011-01-12,https://play.google.com/store/books/details?id=u4R_FstZDEgC&source=gbs_api,['Fiction'],132.0
"Hyperspace: A Scientific Odyssey through Parallel Universes, Time Warps, and the Tenth Dimension","Already thoroughly familiar to the seasoned science fiction fan, hyperspace is that realm which enables a spaceship captain to take his ship on a physics-defying shortcut (or ""wormhole"") to the outer shores of the Galaxy in less time than it takes a 747 to fly from New York to Tokyo. But might such notions be more than science fiction? Some physicists suggest a 10-dimensional hyperspace may actually exist, albeit at a scale almost too small to comprehend, smaller even than a quark; and that in spite of its tiny size, it may be the basis on which all the forces of nature will be united. Michio Kaku's classic book describes the development of ideas about multidimensional space. In recent years, some theoretical physicists -the author among them - have argued that the Universe exists not merely in the four spacetime dimensions (3 of space + one of time) with which Einstein made us familiar, but rather as a ten-dimensional hyperspace. Once the domain of the science fiction writer or the occultist, hyperspace may, according to superstring theorists, be the way to unify the fundamental forces of nature - Einstein's unfulfilled dream of a theory of everything. Michio Kaku takes the reader on a ride through hyperspace to the edge of physics. On the way he gives crystal clear explanations of such formidable mathematical concepts as non-Euclidean geometry, Kaluza-Klein Theory, and Supergravity, the everyday tools of the string theorist. Utilizing fascinating and often hilarious anecdotes from history, art, and science fiction, Kaku shows us that writers and artists - in addition to scientists - have been fascinated by multidimensional space for over a century. Finally, Kaku proposes that the ability to master hyperspace may be our only salvation from destruction at the end of spacetime. Oxford Landmark Science books are 'must-read' classics of modern science writing which have crystallized big ideas, and shaped the way we think.",['Michio Kaku'],http://books.google.com/books/content?id=nJNNDwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.nl/books?id=nJNNDwAAQBAJ&printsec=frontcover&dq=Hyperspace:+A+Scientific+Odyssey+through+Parallel+Universes,+Time+Warps,+and+the+Tenth+Dimension&hl=&cd=1&source=gbs_api",Oxford University Press,2018-02-23,https://play.google.com/store/books/details?id=nJNNDwAAQBAJ&source=gbs_api,['Science'],5.0
Hypocrite in a Pouffy White Dress,From the author of Kiss My Tiara comes a funny and poignant collection of true stories about women coming of age that for once isn't about finding a date.,['Susan Jane Gilman'],http://books.google.com/books/content?id=Ybs4AQAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=Ybs4AQAAQBAJ&printsec=frontcover&dq=Hypocrite+in+a+Pouffy+White+Dress&hl=&cd=1&source=gbs_api,Hachette UK,2007-09-03,https://play.google.com/store/books/details?id=Ybs4AQAAQBAJ&source=gbs_api,['Biography & Autobiography'],19.0
I am Legend,"Robert Neville is the last living man on earth ... but he is not alone. Every other man, woman and child on the planet has become a vampire, and they are all hungry for Neville¿s blood. By day he is the hunter, stalking the sleeping undead through the abandoned ruins of civilization. By night, he barricades himself in his home and prays for the dawn. How long can one man survive like this?",['Richard Matheson'],http://books.google.com/books/content?id=gi94PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=gi94PwAACAAJ&dq=I+am+Legend&hl=&cd=1&source=gbs_api,Phoenix,1999,http://books.google.com/books?id=gi94PwAACAAJ&dq=I+am+Legend&hl=&source=gbs_api,['Horror tales'],200.0
I Am the Clay,"“[Chaim] Potok writes powerfully about the suffering of innocent people caught in the cross-fire of a war they cannot begin to understand. . . . Humanity and compassion for his characters leap from every page.”—San Francisco Chronicle As the Chinese and the army of the North sweep south during the Korean War, an old peasant farmer and his wife flee their village across the bleak, bombed-out landscape. They soon come upon a boy in a ditch who is wounded and unconscious. Stirred by possessiveness and caring the woman refuses to leave the boy behind. The man thinks she is crazy to nurse this boy, to risk their lives for some dying stranger. Angry and bewildered, he waits for the boy to die. And when the boy does not die, the old man begins to believe that the boy possesss a magic upon which all their lives depend. . . .",['Chaim Potok'],http://books.google.com/books/content?id=Tl6FUQrMrF0C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Tl6FUQrMrF0C&printsec=frontcover&dq=I+Am+the+Clay&hl=&cd=1&source=gbs_api,Fawcett,2010-04-28,https://play.google.com/store/books/details?id=Tl6FUQrMrF0C&source=gbs_api,['Fiction'],3.0
I and thou,"I AND THOU is one of the most important books of Western Theology. In it, Martin Buber, heavily influenced by the writings of Nietzsche, unites the proto-Existentialist currents of modern German thought with the Judeo-Christian tradition, powerfully updating faith for modern times. Since its first appearance in Germany in 1923, this slender volume has become one of the epoch-making works of our time.This work is the centerpiece of Buber's philosophy. It lays out a view of the world in which human beings can enter into relationships usung their innermost and whole beings to form true partnerships. This is the original English translation, and it was prepared in the author;'s presence.",['Martin Buber'],http://books.google.com/books/content?id=4ZNc23oZgTYC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=4ZNc23oZgTYC&printsec=frontcover&dq=I+and+thou&hl=&cd=1&source=gbs_api,eBookIt.com,2012-10-01,https://play.google.com/store/books/details?id=4ZNc23oZgTYC&source=gbs_api,['Philosophy'],
I Asked For Wonder: A Spiritual Anthology,"The excerpts in this book have been grouped around the major themes of Heschel's spiritual vision, God, Prayer, Sabbath, Religion, and so on.",['Abraham Joshua Heschel'],http://books.google.com/books/content?id=6VcqAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=6VcqAAAAYAAJ&q=I+Asked+For+Wonder:+A+Spiritual+Anthology&dq=I+Asked+For+Wonder:+A+Spiritual+Anthology&hl=&cd=1&source=gbs_api,Crossroad Publishing Company,1983,http://books.google.com/books?id=6VcqAAAAYAAJ&dq=I+Asked+For+Wonder:+A+Spiritual+Anthology&hl=&source=gbs_api,['Philosophy'],2.0
I Can Do It 2005 Calendar,"Louise's I Can Do It(r) Flip Calendar for 2005 is the perfect way to bring 365 positive affirmations into your life throughout the year. Just flip to a different page each day and see how your mood lifts, your well-being is enhanced, and your motivation grows. This colorfully designed calendar is the perfect gift for all the special people in your life-especially YOU!",['Louise L. Hay'],http://books.google.com/books/content?id=ZtH5JgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=ZtH5JgAACAAJ&dq=I+Can+Do+It+2005+Calendar&hl=&cd=1&source=gbs_api,Hay House,2004-08,http://books.google.com/books?id=ZtH5JgAACAAJ&dq=I+Can+Do+It+2005+Calendar&hl=&source=gbs_api,,
I Can Share: A Lift-the-Flap Book (Karen Katz Lift-the-Flap Books),"Young children think of ways to share things, rather than keeping them all to themselves.",['Karen Katz'],http://books.google.com/books/content?id=2mSyngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.com/books?id=2mSyngEACAAJ&dq=I+Can+Share:+A+Lift-the-Flap+Book+(Karen+Katz+Lift-the-Flap+Books)&hl=&cd=1&source=gbs_api,,2011,http://books.google.com/books?id=2mSyngEACAAJ&dq=I+Can+Share:+A+Lift-the-Flap+Book+(Karen+Katz+Lift-the-Flap+Books)&hl=&source=gbs_api,['Juvenile Fiction'],
I Capture the Castle,"“Every time I meet someone who also loves I Capture the Castle, I know we must be kindred spirits.” —from the new foreword by Jenny Han, the New York Times bestselling author of To All the Boys I’ve Loved Before. A beautiful, deluxe edition of Dodie Smith’s beloved novel, I Capture the Castle, featuring a new foreword by New York Times bestselling author Jenny Han, a stunning new cover, and designed endpapers that is perfect for devoted readers and those discovering this timeless story for the first time. Seventeen-year-old Cassandra Mortmain and her family may live in a ramshackle old English castle, but that’s about as romantic as her life gets. While her beautiful older sister, Rose, longs to live in a Jane Austen novel, Cassandra knows that meeting an eligible man to marry isn’t in either of their futures when their home is crumbling and they have to sell their furniture for food. So Cassandra instead strives to hone her writing skills in her journals. Until one day when their new landlords move in, which include two (very handsome) sons, and the lives of the Mortmain sisters change forever. Through Cassandra’s sharply funny, yet poignant, journal entries, she chronicles the great changes that take place within the castle’s walls, and her own first descent into love. By the time she pens her final entry, she has “captured the castle” – and the heart of the reader – in one of literature’s most enchanting novels. “This book has one of the most charismatic narrators I've ever met.” —J.K. Rowling, bestselling author of the Harry Potter series",['Dodie Smith'],http://books.google.com/books/content?id=_X1EDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=_X1EDgAAQBAJ&printsec=frontcover&dq=I+Capture+the+Castle&hl=&cd=1&source=gbs_api,St. Martin's Griffin,2017-10-10,https://play.google.com/store/books/details?id=_X1EDgAAQBAJ&source=gbs_api,['Young Adult Fiction'],188.0
I Capture The Castle (Turtleback School & Library Binding Edition),"“Every time I meet someone who also loves I Capture the Castle, I know we must be kindred spirits.” —from the new foreword by Jenny Han, the New York Times bestselling author of To All the Boys I’ve Loved Before. A beautiful, deluxe edition of Dodie Smith’s beloved novel, I Capture the Castle, featuring a new foreword by New York Times bestselling author Jenny Han, a stunning new cover, and designed endpapers that is perfect for devoted readers and those discovering this timeless story for the first time. Seventeen-year-old Cassandra Mortmain and her family may live in a ramshackle old English castle, but that’s about as romantic as her life gets. While her beautiful older sister, Rose, longs to live in a Jane Austen novel, Cassandra knows that meeting an eligible man to marry isn’t in either of their futures when their home is crumbling and they have to sell their furniture for food. So Cassandra instead strives to hone her writing skills in her journals. Until one day when their new landlords move in, which include two (very handsome) sons, and the lives of the Mortmain sisters change forever. Through Cassandra’s sharply funny, yet poignant, journal entries, she chronicles the great changes that take place within the castle’s walls, and her own first descent into love. By the time she pens her final entry, she has “captured the castle” – and the heart of the reader – in one of literature’s most enchanting novels. “This book has one of the most charismatic narrators I've ever met.” —J.K. Rowling, bestselling author of the Harry Potter series",['Dodie Smith'],http://books.google.com/books/content?id=_X1EDgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=_X1EDgAAQBAJ&printsec=frontcover&dq=I+Capture+The+Castle+(Turtleback+School&hl=&cd=1&source=gbs_api,St. Martin's Griffin,2017-10-10,https://play.google.com/store/books/details?id=_X1EDgAAQBAJ&source=gbs_api,['Young Adult Fiction'],188.0
"I Fish; Therefore, I Am: And Other Observations","With his own particular brand of tongue-in-cheek humor, Patrick F. McManus plays havoc with the adventures of men and women in the great outdoors. I Fish; Therefore, I Am takes three of McManus' bestselling titles -- A Fine and Pleasant Misery, Never Sniff a Gift Fish, and They Shoot Canoes, Don't They? -- and brings them together for the first time in this three-in-one collection. Full of utterly enjoyable exposes such as ""All You Ever Wanted to Know About Live Bait but Were Afraid to Ask"", ""Psychic Powers of Outdoorsmen"", and ""The Night Grandma Shot Shorty"", readers will find hours of enjoyment as McManus takes the wildly unpredictable aspects of outdoorsmanship and reveals with humor and wit the pitfalls and triumphs of man versus nature. Containing over 80 slice-of-life stories by this bestselling outdoor humorist, I Fish; Therefore, I Am is a must-have addition to the library of anyone into nature sports.",['Patrick F. McManus'],http://books.google.com/books/content?id=2yCTPQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"http://books.google.com/books?id=2yCTPQAACAAJ&dq=I+Fish%3B+Therefore,+I+Am:+And+Other+Observations&hl=&cd=1&source=gbs_api",,2000,"http://books.google.com/books?id=2yCTPQAACAAJ&dq=I+Fish%3B+Therefore,+I+Am:+And+Other+Observations&hl=&source=gbs_api",['Humor'],
"I had trouble in getting to Solla Sollew,","A perennial favorite and a perfect gift for anyone starting a new phase in their life! Dr. Seuss tackles the struggles of everyday life’s—difficult people, bullies, bad weather, political unrest, even crowds—in the rhyming picture book I Had Trouble in Getting to Solla Sollew. When our hero stubs his toe, he decides to find a less troublesome place to live. Soon he's off on a journey ""to the City of Solla Sollew, on the banks of the beautiful River Wah-Hoo, where they never have troubles! At least, very few."" But between his encounters with the Midwinter Jicker and the Perilous Poozer of Pompelmoose Pass, he soon finds out that confronting his problems might actually be easier than running away from them. A funny story that can be read purely for entertainment, I Had Trouble in Getting to Solla Sollew is ideal for sparking discussions. It’s message—that the best way to deal with an obstacle is by tackling it head-on—makes this an perfect gift for all ages and occasions—especially graduations!",['Dr. Seuss'],http://books.google.com/books/content?id=37LxAwAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=37LxAwAAQBAJ&printsec=frontcover&dq=I+had+trouble+in+getting+to+Solla+Sollew,&hl=&cd=1&source=gbs_api",RH Childrens Books,2013-11-05,https://play.google.com/store/books/details?id=37LxAwAAQBAJ&source=gbs_api,['Juvenile Fiction'],6.0
"I Hated, Hated, Hated This Movie","Roger Ebert awards at least two out of four stars to most of the more than 150 movies he reviews each year. But when the noted film critic does pan a movie, the result is a humorous, scathing critique far more entertaining than the movie itself. I Hated, Hated, Hated This Movie is a collection of more than 200 of Ebert's most biting and entertaining reviews of films receiving a mere star or less from the only film critic to win the Pulitzer Prize. Ebert has no patience for these atrocious movies and minces no words in skewering the offenders. Witness: Armageddon * (1998) --The movie is an assault on the eyes, the ears, the brain, common sense, and the human desire to be entertained. No matter what they're charging to get in, it's worth more to get out. The Beverly Hillbillies* (1993)--Imagine the dumbest half-hour sitcom you've ever seen, spin it out to ninety-three minutes by making it even more thin and shallow, and you have this movie. It's appalling. North no stars (1994)--I hated this movie. Hated hated hated hated hated this movie. Hated it. Hated every simpering stupid vacant audience-insulting moment of it. Hated the sensibility that thought anyone would like it. Hated the implied insult to the audience by its belief that anyone would be entertained by it. Police Academy no stars (1984)--It's so bad, maybe you should pool your money and draw straws and send one of the guys off to rent it so that in the future, whenever you think you're sitting through a bad comedy, he could shake his head, chuckle tolerantly, and explain that you don't know what bad is. Dear God * (1996)--Dear God is the kind of movie where you walk out repeating the title, but not with a smile. The movies reviewed within I Hated, Hated, Hated This Movie are motion pictures you'll want to distance yourself from, but Roger Ebert's creative and comical musings on those films make for a book no movie fan should miss.",['Roger Ebert'],http://books.google.com/books/content?id=UwXuJCuQ6q4C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"http://books.google.com/books?id=UwXuJCuQ6q4C&printsec=frontcover&dq=I+Hated,+Hated,+Hated+This+Movie&hl=&cd=1&source=gbs_api",Andrews McMeel Publishing,2013-07-30,https://play.google.com/store/books/details?id=UwXuJCuQ6q4C&source=gbs_api,['Performing Arts'],7.0
I have a dream,"From Dr. Martin Luther King, Jr.'s daughter, Dr. Bernice A. King: “My father’s dream continues to live on from generation to generation, and this beautiful and powerful illustrated edition of his world-changing ""I Have a Dream"" speech brings his inspiring message of freedom, equality, and peace to the youngest among us—those who will one day carry his dream forward for everyone.” On August 28, 1963, on the steps of the Lincoln Memorial during the March on Washington, Martin Luther King gave one of the most powerful and memorable speeches in our nation's history. His words, paired with Caldecott Honor winner Kadir Nelson's magificent paintings, make for a picture book certain to be treasured by children and adults alike. The themes of equality and freedom for all are not only relevant today, 50 years later, but also provide young readers with an important introduction to our nation's past.","['Dr. Martin Luther King, Jr.']",http://books.google.com/books/content?id=_DU2pFM8nTgC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=_DU2pFM8nTgC&pg=PP1&dq=I+have+a+dream&hl=&cd=1&source=gbs_api,Schwartz & Wade,2012-10-09,https://play.google.com/store/books/details?id=_DU2pFM8nTgC&source=gbs_api,['Juvenile Nonfiction'],18.0
I Just Forgot,Original publication and copyright date: 1988.,['Mercer Mayer'],http://books.google.com/books/content?id=qIBdPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,http://books.google.nl/books?id=qIBdPwAACAAJ&dq=I+Just+Forgot&hl=&cd=1&source=gbs_api,Perfection Learning,1999-08-01,http://books.google.nl/books?id=qIBdPwAACAAJ&dq=I+Just+Forgot&hl=&source=gbs_api,['Juvenile Fiction'],
I know this much is true,"With his stunning debut novel, She's Come Undone, Wally Lamb won the adulation of critics and readers with his mesmerizing tale of one woman's painful yet triumphant journey of self-discovery. Now, this brilliantly talented writer returns with I Know This Much Is True, a heartbreaking and poignant multigenerational saga of the reproductive bonds of destruction and the powerful force of forgiveness. A masterpiece that breathtakingly tells a story of alienation and connection, power and abuse, devastation and renewal--this novel is a contemporary retelling of an ancient Hindu myth. A proud king must confront his demons to achieve salvation. Change yourself, the myth instructs, and you will inhabit a renovated world. When you're the same brother of a schizophrenic identical twin, the tricky thing about saving yourself is the blood it leaves on your bands--the little inconvenience of the look-alike corpse at your feet. And if you're into both survival of the fittest and being your brother's keeper--if you've promised your dying mother--then say so long to sleep and hello to the middle of the night. Grab a book or a beer. Get used to Letterman's gap-toothed smile of the absurd, or the view of the bedroom ceiling, or the influence of random selection. Take it from a godless insomniac. Take it from the uncrazy twin--the guy who beat the biochemical rap. Dominick Birdsey's entire life has been compromised and constricted by anger and fear, by the paranoid schizophrenic twin brother he both deeply loves and resents, and by the past they shared with their adoptive father, Ray, a spit-and-polish ex-Navy man (the five-foot-six-inch sleeping giant who snoozed upstairs weekdays in the spare room and built submarines at night), and their long-suffering mother, Concettina, a timid woman with a harelip that made her shy and self-conscious: She holds a loose fist to her face to cover her defective mouth--her perpetual apology to the world for a birth defect over which she'd had no control. Born in the waning moments of 1949 and the opening minutes of 1950, the twins are physical mirror images who grow into separate yet connected entities: the seemingly strong and protective yet fearful Dominick, his mother's watchful ""monkey""; and the seemingly weak and sweet yet noble Thomas, his mother's gentle ""bunny."" From childhood, Dominick fights for both separation and wholeness--and ultimately self-protection--in a house of fear dominated by Ray, a bully who abuses his power over these stepsons whose biological father is a mystery. I was still afraid of his anger but saw how he punished weakness--pounced on it. Out of self-preservation I hid my fear, Dominick confesses. As for Thomas, he just never knew how to play defense. He just didn't get it. But Dominick's talent for survival comes at an enormous cost, including the breakup of his marriage to the warm, beautiful Dessa, whom he still loves. And it will be put to the ultimate test when Thomas, a Bible-spouting zealot, commits an unthinkable act that threatens the tenuous balance of both his and Dominick's lives. To save himself, Dominick must confront not only the pain of his past but the dark secrets he has locked deep within himself, and the sins of his ancestors--a quest that will lead him beyond the confines of his blue-collar New England town to the volcanic foothills of Sicily 's Mount Etna, where his ambitious and vengefully proud grandfather and a namesake Domenico Tempesta, the sostegno del famiglia, was born. Each of the stories Ma told us about Papa reinforced the message that he was the boss, that he ruled the roost, that what he said went. Searching for answers, Dominick turns to the whispers of the dead, to the pages of his grandfather's handwritten memoir, The History of Domenico Onofrio Tempesta, a Great Man from Humble Beginnings. Rendered with touches of magic realism, Domenico's fablelike tale--in which monkeys enchant and religious statues weep--becomes the old man's confession--an unwitting legacy of contrition that reveals the truth's of Domenico's life, Dominick learns that power, wrongly used, defeats the oppressor as well as the oppressed, and now, picking through the humble shards of his deconstructed life, he will search for the courage and love to forgive, to expiate his and his ancestors' transgressions, and finally to rebuild himself beyond the haunted shadow of his twin. Set against the vivid panoply of twentieth-century America and filled with richly drawn, memorable characters, this deeply moving and thoroughly satisfying novel brings to light humanity's deepest needs and fears, our aloneness, our desire for love and acceptance, our struggle to survive at all costs. Joyous, mystical, and exquisitely written, I Know This Much Is True is an extraordinary reading experience that will leave no reader untouched.",['Wally Lamb'],http://books.google.com/books/content?id=v9uqxTiOxq8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.nl/books?id=v9uqxTiOxq8C&printsec=frontcover&dq=I+know+this+much+is+true&hl=&cd=1&source=gbs_api,Harper,1998-06-03,https://play.google.com/store/books/details?id=v9uqxTiOxq8C&source=gbs_api,['Fiction'],101.0
I Know Why the Caged Bird Sings,"Here is a book as joyous and painful, as mysterious and memorable, as childhood itself. I Know Why the Caged Bird Sings captures the longing of lonely children, the brute insult of bigotry, and the wonder of words that can make the world right. Maya Angelou’s debut memoir is a modern American classic beloved worldwide. Sent by their mother to live with their devout, self-sufficient grandmother in a small Southern town, Maya and her brother, Bailey, endure the ache of abandonment and the prejudice of the local “powhitetrash.” At eight years old and back at her mother’s side in St. Louis, Maya is attacked by a man many times her age—and has to live with the consequences for a lifetime. Years later, in San Francisco, Maya learns that love for herself, the kindness of others, her own strong spirit, and the ideas of great authors (“I met and fell in love with William Shakespeare”) will allow her to be free instead of imprisoned. Poetic and powerful, I Know Why the Caged Bird Sings will touch hearts and change minds for as long as people read. “I Know Why the Caged Bird Sings liberates the reader into life simply because Maya Angelou confronts her own life with such a moving wonder, such a luminous dignity.”—James Baldwin From the Paperback edition.",['Maya Angelou'],http://books.google.com/books/content?id=Z2q_1A0nlvIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,http://books.google.com/books?id=Z2q_1A0nlvIC&printsec=frontcover&dq=I+Know+Why+the+Caged+Bird+Sings&hl=&cd=1&source=gbs_api,Random House,2010-07-21,http://books.google.com/books?id=Z2q_1A0nlvIC&dq=I+Know+Why+the+Caged+Bird+Sings&hl=&source=gbs_api,['Biography & Autobiography'],3252.0
